Date,Price,Open,High,Low,Change %
2/9/2018,83.005,83.145,83.145,82.995,0.00%
2/12/2018,83.005,83.005,83.375,82.995,0.00%
2/13/2018,83.14,83.03,83.45,83.03,0.16%
2/14/2018,82.975,83.005,83.425,82.975,-0.20%
2/15/2018,83.14,83,83.45,83,0.20%
2/16/2018,83.005,83.005,83.025,83.005,-0.16%
2/19/2018,83.005,83.005,83.475,82.995,0.00%
2/20/2018,83.055,83.005,83.525,82.995,0.06%
2/21/2018,83.035,83.055,83.145,83.035,-0.02%
2/22/2018,83.02,83.09,83.58,83.02,-0.02%
2/23/2018,83.005,83.025,83.145,82.965,-0.02%
2/26/2018,83.005,83.025,83.525,83.005,0.00%
2/27/2018,83.015,83.005,83.525,83.005,0.01%
2/28/2018,83.045,83.015,83.575,82.975,0.04%
3/1/2018,83.015,83.045,83.575,83.015,-0.04%
3/2/2018,83.025,83.015,83.245,83.015,0.01%
3/5/2018,83.025,83.025,83.595,83.025,0.00%
3/6/2018,83.035,83.025,83.595,83.025,0.01%
3/7/2018,83.025,83.035,84.075,83.025,-0.01%
3/8/2018,83.025,83.025,83.605,83.025,0.00%
3/9/2018,83.005,83.025,83.025,83.005,-0.02%
3/12/2018,83.035,83.005,83.605,83.005,0.04%
3/13/2018,83.005,83.035,83.605,82.975,-0.04%
3/14/2018,83.025,83.005,83.775,82.995,0.02%
3/15/2018,83.005,83.025,83.825,83.005,-0.02%
3/16/2018,83.18,82.94,83.18,82.94,0.21%
3/19/2018,83.025,83.025,84.005,83.015,-0.19%
3/20/2018,83.025,83.025,83.975,83.025,0.00%
3/21/2018,83.005,83.025,83.975,82.995,-0.02%
3/22/2018,83.025,83.005,83.975,83.005,0.02%
3/23/2018,83.015,83.025,83.445,83.005,-0.01%
3/26/2018,83.045,83.015,83.445,83.005,0.04%
3/27/2018,83.045,83.045,84.025,83.025,0.00%
3/28/2018,84.005,83.045,84.025,83.045,1.16%
3/29/2018,83.035,84.005,84.025,83.035,-1.15%
3/30/2018,83.035,83.035,83.245,83.035,0.00%
4/2/2018,83.045,83.035,84.025,82.875,0.01%
4/3/2018,83.045,83.045,83.975,82.825,0.00%
4/4/2018,83.005,83.045,83.975,82.825,-0.05%
4/5/2018,83,83.13,84.1,82.95,-0.01%
4/6/2018,83.025,83.045,83.695,82.825,0.03%
4/9/2018,83.045,83.025,83.975,83.025,0.02%
4/10/2018,82.95,83.17,84.15,82.95,-0.11%
4/11/2018,83.045,83.035,83.095,82.975,0.11%
4/12/2018,83.04,83.07,84.05,82.9,-0.01%
4/13/2018,83.005,83.035,83.045,82.905,-0.04%
4/16/2018,83.025,83.005,84.025,82.875,0.02%
4/17/2018,83.005,83.025,84.025,82.975,-0.02%
4/18/2018,83.015,83.285,83.975,82.975,0.01%
4/19/2018,83.055,83.015,83.975,82.925,0.05%
4/20/2018,83.045,83.055,83.455,82.975,-0.01%
4/23/2018,84.55,83.37,84.55,83.25,1.81%
4/24/2018,84.55,84.55,84.55,83.15,0.00%
4/25/2018,84.6,84.5,84.6,83.15,0.06%
4/26/2018,84.6,84.6,84.6,83.18,0.00%
4/27/2018,84.6,84.6,84.6,83.15,0.00%
4/30/2018,84.6,84.6,84.65,83.25,0.00%
5/1/2018,84.6,84.6,84.6,83.18,0.00%
5/2/2018,84.6,84.6,84.6,83.28,0.00%
5/3/2018,84.725,84.475,84.725,83.075,0.15%
5/4/2018,84.725,84.725,84.725,83.125,0.00%
5/7/2018,83.025,83.045,84.575,82.925,-2.01%
5/8/2018,84.725,84.725,84.725,83.175,2.05%
5/9/2018,84.725,84.725,84.725,83.275,0.00%
5/10/2018,84.725,84.725,84.725,83.305,0.00%
5/11/2018,84.725,84.725,84.725,83.275,0.00%
5/14/2018,83.155,84.575,84.725,83.125,-1.85%
5/15/2018,84.175,83.245,84.815,83.215,1.23%
5/16/2018,84.8,83.25,84.8,83.25,0.74%
5/17/2018,84.8,84.8,84.8,83.7,0.00%
5/18/2018,84.8,84.8,84.8,83.7,0.00%
5/21/2018,84.8,83.71,84.8,83.3,0.00%
5/22/2018,83.785,84.725,84.725,83.325,-1.20%
5/23/2018,83.765,83.805,84.495,83.765,-0.02%
5/24/2018,84.5,84.14,84.8,84.14,0.88%
5/25/2018,84.5,84.5,84.55,84.16,0.00%
5/28/2018,84.5,84.19,84.8,84.19,0.00%
5/29/2018,84.5,84.5,84.85,84.1,0.00%
5/30/2018,83.785,84.125,84.475,83.625,-0.85%
5/31/2018,84.5,84.5,84.85,84,0.85%
6/1/2018,84.5,84.5,84.5,84,0.00%
6/4/2018,84.65,84.03,84.7,83.85,0.18%
6/5/2018,84.65,84.65,84.7,83.85,0.00%
6/6/2018,83.795,83.625,84.475,83.625,-1.01%
6/7/2018,84.65,84.65,84.7,83.85,1.02%
6/8/2018,84.65,84.65,84.65,83.85,0.00%
6/11/2018,84.65,84.02,84.7,83.95,0.00%
6/12/2018,84.525,84.775,84.775,83.975,-0.15%
6/13/2018,84.525,84.525,84.525,83.895,0.00%
6/14/2018,84.6,84.45,84.65,83.9,0.09%
6/15/2018,84.5,84.7,84.7,84,-0.12%
6/18/2018,84.5,84.5,84.75,84,0.00%
6/19/2018,84.5,84.5,84.75,84.05,0.00%
6/20/2018,84.5,84.5,84.7,84,0.00%
6/21/2018,84.5,84.5,84.7,84,0.00%
6/22/2018,84.5,84.5,84.5,84,0.00%
6/25/2018,84.5,84.5,84.65,84.05,0.00%
6/26/2018,84.5,84.5,84.65,83.5,0.00%
6/27/2018,84.5,84.5,84.65,84,0.00%
6/28/2018,83.75,84.13,84.28,83.68,-0.89%
6/29/2018,83.735,83.745,83.755,83.675,-0.02%
7/2/2018,83.795,83.735,84.275,83.625,0.07%
7/3/2018,83.825,83.795,84.275,83.465,0.04%
7/4/2018,83.825,83.825,84.125,83.825,0.00%
7/5/2018,83.965,84.195,84.445,83.835,0.17%
7/6/2018,83.795,83.795,83.805,83.595,-0.20%
7/9/2018,83.9,84.12,84.65,83.9,0.13%
7/10/2018,83.795,83.795,84.075,83.565,-0.13%
7/11/2018,83.795,83.795,84.075,83.645,0.00%
7/12/2018,83.805,83.795,84.125,83.715,0.01%
7/13/2018,83.795,83.875,83.875,83.785,-0.01%
7/16/2018,84.5,84.17,84.5,84.15,0.84%
7/17/2018,84.5,84.5,84.5,84.15,0.00%
7/18/2018,84.5,84.5,84.5,84.1,0.00%
7/19/2018,84.5,84.5,84.5,84.1,0.00%
7/20/2018,84.5,84.5,84.5,84.1,0.00%
7/23/2018,84.5,84.5,84.5,84.16,0.00%
7/24/2018,84.5,84.5,84.5,84.16,0.00%
7/25/2018,84.5,84.5,84.54,84.17,0.00%
7/26/2018,84.5,84.5,84.54,84.18,0.00%
7/27/2018,84.5,84.5,84.54,84.17,0.00%
7/30/2018,84.5,84.5,84.54,84.1,0.00%
7/31/2018,84.5,84.5,84.5,84.1,0.00%
8/1/2018,84.5,84.5,84.54,84,0.00%
8/2/2018,84.5,84.5,84.5,84.1,0.00%
8/3/2018,84.5,84.5,84.5,84.1,0.00%
8/6/2018,84.5,84.5,84.5,84.16,0.00%
8/7/2018,84.5,84.5,84.5,84.1,0.00%
8/8/2018,84.5,84.5,84.5,84.1,0.00%
8/9/2018,84.5,84.5,84.5,84.1,0.00%
8/10/2018,84.5,84.5,84.5,84.1,0.00%
8/13/2018,84.5,84.5,84.5,84.14,0.00%
8/14/2018,84.5,84.5,84.5,84.15,0.00%
8/15/2018,84.5,84.18,84.5,84.05,0.00%
8/16/2018,84.025,84.385,84.385,84.025,-0.56%
8/17/2018,83.805,83.805,83.805,83.765,-0.26%
8/20/2018,83.805,83.805,84.025,83.565,0.00%
8/21/2018,83.805,83.805,83.825,83.725,0.00%
8/22/2018,83.805,83.805,83.825,83.725,0.00%
8/23/2018,83.95,84.13,84.15,83.95,0.17%
8/24/2018,83.9,84.12,84.13,83.9,-0.06%
8/27/2018,83.815,83.795,83.975,83.725,-0.10%
8/28/2018,83.77,83.93,84.09,83.77,-0.05%
8/29/2018,83.81,83.89,84.05,83.72,0.05%
8/30/2018,83.805,83.815,83.995,83.725,-0.01%
8/31/2018,83.67,83.805,83.92,83.64,-0.16%
9/3/2018,83.67,83.795,83.95,83.71,0.00%
9/4/2018,83.52,83.795,83.95,83.635,-0.18%
9/5/2018,83.68,83.805,83.87,83.635,0.19%
9/6/2018,83.61,83.805,83.87,83.64,-0.08%
9/7/2018,83.68,83.815,83.885,83.645,0.08%
9/10/2018,83.58,83.805,84.125,83.545,-0.12%
9/11/2018,83.59,83.705,84.11,83.61,0.01%
9/12/2018,83.6,83.715,84.1,83.635,0.01%
9/13/2018,83.69,83.725,84.1,83.6,0.11%
9/14/2018,83.69,83.815,84.02,83.74,0.00%
9/17/2018,83.69,83.815,84.1,83.65,0.00%
9/18/2018,83.78,83.895,84.125,83.65,0.11%
9/19/2018,83.7,83.905,84.175,83.625,-0.10%
9/20/2018,83.68,83.825,84.125,83.635,-0.02%
9/21/2018,83.68,83.805,84.015,83.715,0.00%
9/24/2018,83.58,83.805,84.15,83.625,-0.12%
9/25/2018,83.62,83.705,84.165,83.625,0.05%
9/26/2018,83.64,83.745,84.175,83.625,0.02%
9/27/2018,83.59,83.765,84.175,83.595,-0.06%
9/28/2018,83.61,83.795,84.02,83.71,0.02%
10/1/2018,83.68,83.815,84.3,83.625,0.08%
10/2/2018,83.74,83.805,84.25,83.64,0.07%
10/3/2018,83.68,83.865,84.3,83.65,-0.07%
10/4/2018,83.55,83.805,84.375,83.65,-0.16%
10/5/2018,83.68,83.795,84.045,83.63,0.16%
10/8/2018,83.68,83.805,84.6,83.735,0.00%
10/9/2018,83.69,83.805,84.725,83.65,0.01%
10/10/2018,83.57,83.815,84.775,83.66,-0.14%
10/11/2018,83.62,83.695,84.75,83.66,0.06%
10/12/2018,83.7,83.745,84.025,83.685,0.10%
10/15/2018,83.68,83.825,84.8,83.665,-0.02%
10/16/2018,83.67,83.805,85,83.665,-0.01%
10/17/2018,83.69,83.795,85.08,83.665,0.02%
10/18/2018,84.75,83.815,85.14,83.665,1.27%
10/19/2018,84.75,83.825,85.15,83.725,0.00%
10/22/2018,84.6,83.895,85.135,83.665,-0.18%
10/23/2018,84.95,85.05,85.24,83.665,0.41%
10/24/2018,85,85.225,85.275,83.665,0.06%
10/25/2018,85.05,83.915,85.325,83.665,0.06%
10/26/2018,85.05,85.275,85.315,83.76,0.00%
10/29/2018,84.78,85.275,85.35,83.665,-0.32%
10/30/2018,85.02,85.14,85.34,83.675,0.28%
10/31/2018,83.77,85.26,85.345,83.77,-1.47%
11/1/2018,83.7,83.895,83.97,83.665,-0.08%
11/2/2018,83.67,83.825,85.17,83.755,-0.04%
11/5/2018,83.74,83.795,83.925,83.755,0.08%
11/6/2018,83.42,83.865,85.17,83.635,-0.38%
11/7/2018,83.52,83.835,83.905,83.685,0.12%
11/8/2018,83.61,83.845,83.89,83.73,0.11%
11/9/2018,83.13,83.745,83.775,83.545,-0.57%
11/12/2018,83.82,83.845,83.845,83.835,0.83%
11/13/2018,83.36,83.845,83.89,83.605,-0.55%
11/14/2018,83.64,83.875,83.89,83.76,0.34%
