Date,Price,Open,High,Low,Change %
5/7/2014,77.78,77.52,77.8,77.52,0.01%
5/8/2014,77.75,77.53,77.79,77.5,-0.04%
5/9/2014,77.73,77.5,77.75,77.48,-0.03%
5/12/2014,77.7,77.5,77.79,77.45,-0.04%
5/13/2014,77.67,77.45,77.7,77.42,-0.04%
5/14/2014,77.78,77.42,77.79,77.42,0.14%
5/15/2014,77.68,77.53,77.78,77.43,-0.13%
5/16/2014,77.65,77.43,77.68,77.4,-0.04%
5/19/2014,77.57,77.4,77.65,77.32,-0.10%
5/20/2014,77.67,77.32,77.7,77.32,0.13%
5/21/2014,77.69,77.42,77.7,77.42,0.03%
5/22/2014,77.67,77.44,77.7,77.42,-0.03%
5/23/2014,77.65,77.42,77.67,77.4,-0.03%
5/26/2014,77.63,77.45,77.7,77.38,-0.03%
5/27/2014,77.6,77.38,77.65,77.35,-0.04%
5/28/2014,77.57,77.35,77.6,77.32,-0.04%
5/29/2014,77.63,77.32,77.65,77.32,0.08%
5/30/2014,77.61,77.38,77.63,77.36,-0.03%
6/2/2014,77.6,77.35,77.6,77.35,-0.01%
6/3/2014,77.6,77.35,77.65,77.35,0.00%
6/4/2014,77.67,77.35,77.7,77.35,0.09%
6/5/2014,77.63,77.42,77.67,77.38,-0.05%
6/6/2014,77.63,77.38,77.63,77.38,0.00%
6/9/2014,77.67,77.38,77.7,77.38,0.05%
6/10/2014,77.67,77.42,77.7,77.42,0.00%
6/11/2014,77.77,77.42,77.8,77.42,0.13%
6/12/2014,77.77,77.52,77.8,77.52,0.00%
6/13/2014,77.73,77.52,77.77,77.48,-0.05%
6/16/2014,77.77,77.48,77.8,77.48,0.05%
6/17/2014,77.78,77.52,77.8,77.52,0.01%
6/18/2014,77.63,77.53,77.78,77.38,-0.19%
6/19/2014,77.6,77.38,77.63,77.35,-0.04%
6/20/2014,77.58,77.35,77.6,77.33,-0.03%
6/23/2014,77.55,77.33,77.8,77.3,-0.04%
6/24/2014,77.78,77.3,77.8,77.3,0.30%
6/25/2014,77.79,77.53,77.8,77.53,0.01%
6/26/2014,77.79,77.54,77.8,77.54,0.00%
6/27/2014,77.77,77.54,77.79,77.52,-0.03%
6/30/2014,77.77,77.52,77.82,77.52,0.00%
7/1/2014,77.77,77.52,77.82,77.52,0.00%
7/2/2014,77.78,77.52,77.82,77.52,0.01%
7/3/2014,77.79,77.53,77.8,77.53,0.01%
7/4/2014,77.79,77.54,77.79,77.54,0.00%
7/7/2014,77.8,77.55,77.82,77.55,0.01%
7/8/2014,77.75,77.55,77.8,77.5,-0.06%
7/9/2014,77.8,77.5,77.82,77.5,0.06%
7/10/2014,77.75,77.55,77.8,77.5,-0.06%
7/11/2014,77.75,77.5,77.75,77.5,0.00%
7/14/2014,77.73,77.5,77.75,77.33,-0.03%
7/15/2014,77.73,77.48,77.75,77.47,0.00%
7/16/2014,77.71,77.48,77.75,77.46,-0.03%
7/17/2014,77.67,77.46,77.71,77.42,-0.05%
7/18/2014,77.65,77.42,77.67,77.4,-0.03%
7/21/2014,77.72,77.4,77.75,77.4,0.09%
7/22/2014,77.68,77.47,77.72,77.43,-0.05%
7/23/2014,77.65,77.43,77.7,77.4,-0.04%
7/24/2014,77.63,77.4,77.68,77.38,-0.03%
7/25/2014,77.63,77.38,77.63,77.38,0.00%
7/28/2014,77.62,77.38,77.63,77.37,-0.01%
7/29/2014,77.58,77.37,77.62,77.33,-0.05%
7/30/2014,77.58,77.33,77.63,77.33,0.00%
7/31/2014,77.57,77.33,77.67,77.32,-0.01%
8/1/2014,77.55,77.32,77.57,77.3,-0.03%
8/4/2014,77.65,77.3,77.67,77.3,0.13%
8/5/2014,77.73,77.4,77.75,77.4,0.10%
8/6/2014,77.72,77.48,77.75,77.47,-0.01%
8/7/2014,77.7,77.47,77.73,77.45,-0.03%
8/8/2014,77.68,77.45,77.72,77.43,-0.03%
8/11/2014,77.71,77.43,77.73,77.43,0.04%
8/12/2014,77.72,77.46,77.73,77.46,0.01%
8/13/2014,77.68,77.47,77.73,77.43,-0.05%
8/14/2014,77.65,77.43,77.73,77.4,-0.04%
8/15/2014,77.65,77.42,77.67,77.4,0.00%
8/18/2014,77.65,77.4,77.69,77.4,0.00%
8/19/2014,77.67,77.4,77.69,77.4,0.03%
8/20/2014,77.65,77.42,77.69,77.4,-0.03%
8/21/2014,77.63,77.4,77.69,77.38,-0.03%
8/22/2014,77.6,77.38,77.67,77.35,-0.04%
8/25/2014,77.6,77.35,77.6,77.35,0.00%
8/26/2014,77.64,77.33,77.66,77.33,0.05%
8/27/2014,77.29,77.39,77.64,77.04,-0.45%
8/28/2014,77.28,77.04,77.66,77.03,-0.01%
8/29/2014,77.27,77.03,77.28,77.02,-0.01%
9/1/2014,77.6,77.35,77.66,77.35,0.43%
9/2/2014,77.6,77.35,77.6,77.02,0.00%
9/3/2014,77.6,77.35,77.6,77.35,0.00%
9/4/2014,77.6,77.35,77.6,77.35,0.00%
9/5/2014,77.6,77.35,77.6,77.35,0.00%
9/8/2014,77.41,77.35,77.74,77.02,-0.24%
9/9/2014,77.425,77.3,77.755,77.02,0.02%
9/10/2014,77.57,77.33,77.6,77.02,0.19%
9/11/2014,77.58,77.32,77.6,77.32,0.01%
9/12/2014,77.25,77.33,77.58,77,-0.43%
9/15/2014,77.26,77,77.26,77,0.01%
9/16/2014,77.425,77,77.755,77,0.21%
9/17/2014,77.58,77.33,77.58,77.33,0.20%
9/18/2014,77.57,77.33,77.58,77.32,-0.01%
9/19/2014,77.425,77.32,77.445,77.3,-0.19%
9/22/2014,77.395,77.3,77.445,77.27,-0.04%
9/23/2014,77.375,77.27,77.395,77.25,-0.03%
9/24/2014,77.355,77.25,77.375,77.23,-0.03%
9/25/2014,77.39,77.23,77.39,77.21,0.05%
9/26/2014,77.375,77.21,77.375,77.18,-0.02%
9/29/2014,77.275,77.3,77.425,77.15,-0.13%
9/30/2014,77.445,77.15,77.475,77.15,0.22%
10/1/2014,77.37,77.32,77.4,77.32,-0.10%
10/2/2014,77.35,77.32,77.4,77.3,-0.03%
10/3/2014,77.425,77.3,77.445,77.3,0.10%
10/6/2014,77.425,77.3,77.425,77.3,0.00%
10/7/2014,77.425,77.3,77.425,77.3,0.00%
10/8/2014,77.455,77.3,77.475,77.3,0.04%
10/9/2014,77.455,77.33,77.475,77.33,0.00%
10/10/2014,77.455,77.33,77.455,77.33,0.00%
10/13/2014,77.37,77.33,77.4,77.32,-0.11%
10/14/2014,77.38,77.32,77.4,77.32,0.01%
10/15/2014,77.3,77.33,77.4,77.25,-0.10%
10/16/2014,77.375,77.25,77.425,77.25,0.10%
10/17/2014,77.375,77.25,77.375,77.23,0.00%
10/20/2014,77.425,77.25,77.475,77.25,0.06%
10/21/2014,77.425,77.3,77.475,77.3,0.00%
10/22/2014,77.455,77.3,77.475,77.3,0.04%
10/23/2014,77.455,77.33,77.475,77.33,0.00%
10/24/2014,77.455,77.33,77.455,77.33,0.00%
10/27/2014,77.425,77.33,77.475,77.3,-0.04%
10/28/2014,77.425,77.3,77.485,77.3,0.00%
10/29/2014,77.425,77.3,77.425,77.3,0.00%
10/30/2014,77.425,77.3,77.425,77.3,0.00%
10/31/2014,77.425,77.3,77.425,77.3,0.00%
11/3/2014,77.395,77.3,77.425,77.27,-0.04%
11/4/2014,77.325,77.27,77.395,77.2,-0.09%
11/5/2014,77.325,77.2,77.325,77.18,0.00%
11/6/2014,77.325,77.2,77.325,77.18,0.00%
11/7/2014,77.325,77.2,77.325,77.18,0.00%
11/10/2014,77.325,77.2,77.325,77.18,0.00%
11/11/2014,77.305,77.2,77.325,77.18,-0.03%
11/12/2014,77.325,77.18,77.325,77.17,0.03%
11/13/2014,77.325,77.2,77.325,77.18,0.00%
11/14/2014,77.325,77.2,77.325,77.18,0.00%
11/17/2014,77.325,77.2,77.325,77.18,0.00%
11/18/2014,77.325,77.2,77.325,77.18,0.00%
11/19/2014,77.325,77.2,77.845,77.18,0.00%
11/20/2014,77.325,77.2,77.325,77.18,0.00%
11/21/2014,77.325,77.2,77.325,77.18,0.00%
11/24/2014,77.305,77.2,77.325,77.18,-0.03%
11/25/2014,77.305,77.18,77.675,77.18,0.00%
11/26/2014,77.305,77.18,77.325,77.18,0.00%
11/27/2014,77.305,77.18,77.305,77.18,0.00%
11/28/2014,77.305,77.18,77.305,77.18,0.00%
12/1/2014,77.325,77.18,77.325,77.18,0.03%
12/2/2014,77.325,77.2,77.325,77.18,0.00%
12/3/2014,77.305,77.2,77.325,77.18,-0.03%
12/4/2014,77.325,77.18,77.325,77.18,0.03%
12/5/2014,77.295,77.2,77.325,77.17,-0.04%
12/8/2014,77.325,77.17,77.325,77.17,0.04%
12/9/2014,77.325,77.2,77.325,77.18,0.00%
12/10/2014,77.325,77.2,77.325,77.17,0.00%
12/11/2014,77.295,77.2,77.325,77.17,-0.04%
12/12/2014,77.325,77.17,77.325,77.15,0.04%
12/15/2014,77.325,77.2,77.325,77.18,0.00%
12/16/2014,77.325,77.2,77.325,77.2,0.00%
12/17/2014,77.305,77.2,77.325,77.18,-0.03%
12/18/2014,77.325,77.18,77.325,77.18,0.03%
12/19/2014,77.325,77.2,77.325,77.18,0.00%
12/22/2014,77.975,77.2,78.025,77.2,0.84%
12/23/2014,77.955,77.85,78.425,77.83,-0.03%
12/24/2014,77.945,77.83,77.955,77.82,-0.01%
12/25/2014,77.945,77.82,77.945,77.82,0.00%
12/26/2014,77.925,77.82,77.945,77.8,-0.03%
12/29/2014,77.925,77.8,77.925,77.78,0.00%
12/30/2014,77.895,77.8,77.925,77.77,-0.04%
12/31/2014,77.925,77.77,77.925,77.77,0.04%
1/1/2015,77.925,77.8,77.925,77.8,0.00%
1/2/2015,77.895,77.8,77.925,77.77,-0.04%
1/5/2015,77.875,77.77,77.895,77.75,-0.03%
1/6/2015,78.005,77.75,78.075,77.75,0.17%
1/7/2015,77.875,77.75,77.875,77.75,-0.17%
1/8/2015,77.875,77.75,77.875,77.73,0.00%
1/9/2015,77.875,77.75,77.875,77.72,0.00%
1/12/2015,77.825,77.75,77.875,77.7,-0.06%
1/13/2015,77.875,77.7,77.875,77.7,0.06%
1/14/2015,77.845,77.75,77.875,77.7,-0.04%
1/15/2015,77.855,77.72,77.875,77.72,0.01%
1/16/2015,77.875,77.73,77.875,77.73,0.03%
1/19/2015,77.855,77.75,77.875,77.73,-0.03%
1/20/2015,77.875,77.75,77.875,77.75,0.03%
1/21/2015,77.875,77.75,77.875,77.75,0.00%
1/22/2015,77.875,77.75,77.875,77.73,0.00%
1/23/2015,77.875,77.75,77.875,77.74,0.00%
1/26/2015,77.865,77.75,77.875,77.74,-0.01%
1/27/2015,77.795,77.74,77.875,77.67,-0.09%
1/28/2015,77.875,77.67,77.875,77.65,0.10%
1/29/2015,77.475,77.75,77.875,77.35,-0.51%
1/30/2015,77.475,77.35,77.475,77.35,0.00%
2/2/2015,77.825,77.35,77.825,77.35,0.45%
2/3/2015,77.825,77.7,77.825,77.7,0.00%
2/4/2015,77.825,77.7,77.825,77.68,0.00%
2/5/2015,77.875,77.7,77.875,77.7,0.06%
2/6/2015,77.875,77.75,77.875,77.73,0.00%
2/9/2015,77.875,77.75,77.875,77.75,0.00%
2/10/2015,77.855,77.75,77.875,77.73,-0.03%
2/11/2015,77.875,77.73,77.875,77.73,0.03%
2/12/2015,77.875,77.75,77.875,77.73,0.00%
2/13/2015,77.875,77.75,77.875,77.73,0.00%
2/16/2015,77.895,77.75,77.925,77.75,0.03%
2/17/2015,77.905,77.77,77.925,77.75,0.01%
2/18/2015,77.925,77.78,77.925,77.78,0.03%
2/19/2015,77.925,77.8,77.925,77.78,0.00%
2/20/2015,77.925,77.8,77.925,77.78,0.00%
2/23/2015,77.905,77.8,77.925,77.77,-0.03%
2/24/2015,77.925,77.78,77.925,77.78,0.03%
2/25/2015,77.905,77.78,77.925,77.78,-0.03%
2/26/2015,77.905,77.78,77.925,77.77,0.00%
2/27/2015,77.925,77.78,77.925,77.78,0.03%
3/2/2015,77.905,77.8,77.925,77.78,-0.03%
3/3/2015,77.905,77.78,77.925,77.3,0.00%
3/4/2015,77.905,77.78,77.925,77.78,0.00%
3/5/2015,77.825,77.78,77.905,77.68,-0.10%
3/6/2015,77.805,77.7,77.825,77.68,-0.03%
3/9/2015,77.775,77.68,77.805,77.65,-0.04%
3/10/2015,77.925,77.65,77.925,77.65,0.19%
3/11/2015,77.925,77.8,77.925,77.78,0.00%
3/12/2015,77.925,77.8,77.925,77.78,0.00%
3/13/2015,77.925,77.8,77.925,77.78,0.00%
3/16/2015,77.925,77.8,77.925,77.78,0.00%
3/17/2015,77.925,77.8,77.925,77.78,0.00%
3/18/2015,77.925,77.8,77.925,77.78,0.00%
3/19/2015,77.905,77.8,77.925,77.78,-0.03%
3/20/2015,77.925,77.78,77.925,77.78,0.03%
3/23/2015,77.925,77.8,77.925,77.78,0.00%
3/24/2015,77.925,77.8,77.925,77.78,0.00%
3/25/2015,77.925,77.8,77.925,77.78,0.00%
3/26/2015,77.925,77.8,77.925,77.78,0.00%
3/27/2015,77.925,77.8,77.925,77.78,0.00%
3/30/2015,77.925,77.8,77.925,77.8,0.00%
3/31/2015,77.925,77.8,77.925,77.78,0.00%
4/1/2015,77.925,77.8,77.925,77.78,0.00%
4/2/2015,77.905,77.8,77.925,77.78,-0.03%
4/3/2015,77.925,77.78,77.925,77.78,0.03%
4/6/2015,77.925,77.8,77.925,77.78,0.00%
4/7/2015,77.925,77.8,77.925,77.78,0.00%
4/8/2015,77.925,77.8,77.925,77.78,0.00%
4/9/2015,77.925,77.8,77.925,77.65,0.00%
4/10/2015,77.905,77.8,77.925,77.78,-0.03%
4/13/2015,77.905,77.78,77.925,77.75,0.00%
4/14/2015,77.925,77.78,77.925,77.78,0.03%
4/15/2015,77.905,77.8,77.925,77.75,-0.03%
4/16/2015,77.865,77.78,77.905,77.74,-0.05%
4/17/2015,77.855,77.74,77.875,77.73,-0.01%
4/20/2015,77.905,77.73,77.925,77.73,0.06%
4/21/2015,77.905,77.78,77.925,77.78,0.00%
4/22/2015,77.905,77.78,77.925,77.78,0.00%
4/23/2015,77.905,77.78,77.925,77.78,0.00%
4/24/2015,77.905,77.78,77.905,77.77,0.00%
4/27/2015,77.905,77.78,77.925,77.78,0.00%
4/28/2015,77.925,77.8,77.925,77.78,0.03%
4/29/2015,77.905,77.8,77.925,77.75,-0.03%
4/30/2015,77.925,77.78,77.925,77.77,0.03%
5/1/2015,77.905,77.8,77.925,77.78,-0.03%
5/4/2015,77.925,77.78,77.925,77.78,0.03%
5/5/2015,77.925,77.8,77.925,77.75,0.00%
5/6/2015,77.905,77.8,77.925,77.75,-0.03%
5/7/2015,77.875,77.78,77.905,77.75,-0.04%
5/8/2015,77.925,77.75,77.925,77.75,0.06%
5/11/2015,77.875,77.8,77.925,77.73,-0.06%
5/12/2015,77.875,77.75,77.875,77.73,0.00%
5/13/2015,77.855,77.75,77.875,77.73,-0.03%
5/14/2015,77.925,77.73,77.925,77.73,0.09%
5/15/2015,77.895,77.8,77.925,77.77,-0.04%
5/18/2015,77.855,77.77,77.925,77.73,-0.05%
5/19/2015,77.855,77.73,77.875,77.73,0.00%
5/20/2015,77.875,77.73,77.875,77.73,0.03%
5/21/2015,77.875,77.75,77.875,77.73,0.00%
5/22/2015,77.875,77.75,77.875,77.72,0.00%
5/25/2015,77.875,77.75,77.875,77.73,0.00%
5/26/2015,77.845,77.75,77.875,77.72,-0.04%
5/27/2015,77.875,77.72,77.875,77.72,0.04%
5/28/2015,77.875,77.73,78.125,77.72,0.00%
5/29/2015,77.875,77.75,77.875,77.73,0.00%
6/1/2015,77.875,77.75,77.875,77.73,0.00%
6/2/2015,77.875,77.75,77.875,77.73,0.00%
6/3/2015,77.875,77.75,77.875,77.73,0.00%
6/4/2015,77.875,77.75,77.875,77.73,0.00%
6/5/2015,77.875,77.75,77.875,77.73,0.00%
6/8/2015,77.78,77.75,77.88,77.65,-0.12%
6/9/2015,77.825,77.65,77.875,77.65,0.06%
6/10/2015,77.875,77.7,77.885,77.66,0.06%
6/11/2015,77.805,77.75,77.875,77.66,-0.09%
6/12/2015,77.775,77.68,77.805,77.65,-0.04%
6/15/2015,77.805,77.65,77.875,77.36,0.04%
6/16/2015,77.855,77.68,77.885,77.65,0.06%
6/17/2015,77.78,77.66,77.88,77.66,-0.10%
6/18/2015,77.855,77.7,77.885,77.66,0.10%
6/19/2015,77.855,77.73,78.005,77.71,0.00%
6/22/2015,77.835,77.73,77.865,77.72,-0.03%
6/23/2015,77.865,77.73,77.885,77.72,0.04%
6/24/2015,77.855,77.74,77.895,77.72,-0.01%
6/25/2015,77.805,77.73,77.905,77.68,-0.06%
6/26/2015,77.845,77.68,77.905,77.68,0.05%
6/29/2015,77.855,77.72,78.605,77.72,0.01%
6/30/2015,77.855,77.73,77.915,77.11,0.00%
7/1/2015,77.8,77.73,78.14,77.73,-0.07%
7/2/2015,77.855,77.74,78.345,77.73,0.07%
7/3/2015,77.865,77.73,77.895,77.62,0.01%
7/6/2015,77.85,77.74,78.48,77.7,-0.02%
7/7/2015,77.875,77.7,77.915,77.7,0.03%
7/8/2015,77.815,77.75,77.835,77.63,-0.08%
7/9/2015,77.875,77.63,77.875,77.27,0.08%
7/10/2015,77.855,77.75,77.875,77.58,-0.03%
7/13/2015,77.825,77.73,77.915,77.64,-0.04%
7/14/2015,77.825,77.7,78.365,77.68,0.00%
7/15/2015,77.815,77.7,77.955,77.68,-0.01%
7/16/2015,77.845,77.69,77.875,77.68,0.04%
7/17/2015,77.815,77.72,77.865,77.68,-0.04%
7/20/2015,77.795,77.69,78.235,77.67,-0.03%
7/21/2015,77.755,77.67,77.925,77.62,-0.05%
7/22/2015,77.845,77.63,77.915,77.63,0.12%
7/23/2015,77.85,77.72,77.9,77.68,0.01%
7/24/2015,77.75,77.7,77.81,77.68,-0.13%
7/27/2015,77.755,77.72,77.885,77.53,0.01%
7/28/2015,77.755,77.63,77.915,77.63,0.00%
7/29/2015,77.825,77.63,77.835,77.63,0.09%
7/30/2015,77.855,77.65,77.915,77.6,0.04%
7/31/2015,77.875,77.73,77.915,77.73,0.03%
8/3/2015,77.895,77.75,77.915,77.75,0.03%
8/4/2015,77.875,77.77,77.895,77.74,-0.03%
8/5/2015,77.905,77.75,77.915,77.74,0.04%
8/6/2015,77.875,77.78,77.915,77.75,-0.04%
8/7/2015,77.865,77.75,77.875,77.74,-0.01%
8/10/2015,77.855,77.74,77.865,77.73,-0.01%
8/11/2015,77.845,77.73,77.855,77.69,-0.01%
8/12/2015,77.845,77.69,77.875,77.69,0.00%
8/13/2015,77.855,77.72,77.875,77.72,0.01%
8/14/2015,77.855,77.73,77.865,77.73,0.00%
8/17/2015,77.865,77.73,77.875,77.73,0.01%
8/18/2015,77.855,77.74,77.875,77.73,-0.01%
8/19/2015,77.875,77.73,77.875,77.73,0.03%
8/20/2015,77.88,77.75,77.89,77.74,0.01%
8/21/2015,77.845,77.75,77.875,77.72,-0.04%
8/24/2015,77.855,77.72,77.915,77.72,0.01%
8/25/2015,77.875,77.73,77.875,77.72,0.03%
8/26/2015,77.875,77.75,77.915,77.73,0.00%
8/27/2015,77.855,77.75,77.875,77.73,-0.03%
8/28/2015,77.905,77.74,77.905,77.73,0.06%
8/31/2015,77.875,77.78,77.905,77.73,-0.04%
9/1/2015,77.875,77.75,77.875,77.73,0.00%
9/2/2015,77.855,77.75,77.895,77.73,-0.03%
9/3/2015,77.855,77.73,77.895,77.73,0.00%
9/4/2015,77.875,77.73,77.875,77.73,0.03%
9/7/2015,77.865,77.75,77.875,77.74,-0.01%
9/8/2015,77.88,77.74,77.88,77.74,0.02%
9/9/2015,77.855,77.74,77.875,77.72,-0.03%
9/10/2015,77.895,77.76,77.915,77.73,0.05%
9/11/2015,77.875,77.76,77.895,77.75,-0.03%
9/14/2015,77.855,77.75,77.875,77.73,-0.03%
9/15/2015,77.81,77.52,77.81,77.52,-0.06%
9/16/2015,77.855,77.62,77.895,77.52,0.06%
9/17/2015,77.855,77.73,77.885,77.52,0.00%
9/18/2015,77.875,77.73,77.885,77.52,0.03%
9/21/2015,77.875,77.73,77.885,77.73,0.00%
9/22/2015,77.865,77.75,77.875,77.7,-0.01%
9/23/2015,77.845,77.74,77.885,77.7,-0.03%
9/24/2015,77.875,77.72,77.875,77.31,0.04%
9/25/2015,77.855,77.75,77.875,77.72,-0.03%
9/28/2015,77.875,77.73,77.875,77.71,0.03%
9/29/2015,77.775,77.75,77.875,77.64,-0.13%
9/30/2015,77.875,77.65,77.875,77.65,0.13%
10/1/2015,77.855,77.75,77.875,77.72,-0.03%
10/2/2015,77.875,77.72,77.875,77.72,0.03%
10/5/2015,77.875,77.75,77.875,77.74,0.00%
10/6/2015,77.825,77.75,77.875,77.36,-0.06%
10/7/2015,77.45,77.7,78.18,76.97,-0.48%
10/8/2015,77.755,77.67,77.915,77.63,0.39%
10/9/2015,77.775,77.63,77.865,77.63,0.03%
10/12/2015,77.755,77.65,77.775,77.63,-0.03%
10/13/2015,77.875,77.63,77.885,77.63,0.15%
10/14/2015,77.845,77.75,77.875,77.72,-0.04%
10/15/2015,77.83,77.74,77.84,77.72,-0.02%
10/16/2015,77.875,77.75,77.875,77.73,0.06%
10/19/2015,77.875,77.73,77.875,77.73,0.00%
10/20/2015,77.855,77.75,77.885,77.72,-0.03%
10/21/2015,77.875,77.73,77.925,77.73,0.03%
10/22/2015,77.875,77.75,77.885,77.72,0.00%
10/23/2015,77.875,77.75,77.875,77.73,0.00%
10/26/2015,77.89,77.75,77.89,77.72,0.02%
10/27/2015,77.855,77.75,78.015,77.73,-0.04%
10/28/2015,77.885,77.73,77.895,77.73,0.04%
10/29/2015,77.845,77.76,78.045,77.72,-0.05%
10/30/2015,77.88,77.72,78.03,77.72,0.04%
11/2/2015,77.875,77.73,78.065,77.72,-0.01%
11/3/2015,78.25,77.75,78.25,77.75,0.48%
11/4/2015,78.205,78.1,78.375,78.08,-0.06%
11/5/2015,78.26,78.08,78.32,78.07,0.07%
11/6/2015,78.175,78.07,78.315,77.42,-0.11%
11/9/2015,78.145,78.05,78.175,77.42,-0.04%
11/10/2015,78.105,78.02,78.145,77.75,-0.05%
11/11/2015,78.095,77.98,78.105,77.97,-0.01%
11/12/2015,78.075,77.97,78.095,77.95,-0.03%
11/13/2015,78.055,77.95,78.075,77.93,-0.03%
11/16/2015,78.065,77.93,78.075,77.93,0.01%
11/17/2015,77.505,77.94,78.065,77.38,-0.72%
11/18/2015,77.475,77.38,77.545,77.35,-0.04%
11/19/2015,77.455,77.35,77.545,77.33,-0.03%
11/20/2015,77.455,77.33,78.135,77.2,0.00%
11/23/2015,77.425,77.33,77.455,77.3,-0.04%
11/24/2015,77.395,77.3,77.425,77.27,-0.04%
11/25/2015,77.375,77.27,77.395,77.25,-0.03%
11/26/2015,77.375,77.25,77.375,77.25,0.00%
11/27/2015,78.125,77.25,78.125,77.25,0.97%
11/30/2015,78.095,77.98,78.105,77.97,-0.04%
12/1/2015,78.095,77.97,78.285,77.97,0.00%
12/2/2015,78.635,77.97,78.635,77.97,0.69%
12/3/2015,78.225,78.13,78.255,78.1,-0.52%
12/4/2015,78.205,78.1,78.285,78.08,-0.03%
12/7/2015,78.155,78.08,78.205,78,-0.06%
12/8/2015,78.125,78.03,78.255,78,-0.04%
12/9/2015,78.125,78,78.245,78,0.00%
12/10/2015,78.225,78,78.235,78,0.13%
12/11/2015,78.195,78.1,78.225,78.07,-0.04%
12/14/2015,78.47,78.07,78.54,78.03,0.35%
12/15/2015,78.365,78.03,78.535,77.96,-0.13%
12/16/2015,78.105,77.96,78.145,77.96,-0.33%
12/17/2015,78.225,77.98,78.255,77.98,0.15%
12/18/2015,78.195,78.1,78.225,78.07,-0.04%
12/21/2015,78.175,78.07,78.255,77.83,-0.03%
12/22/2015,78.145,78.05,78.705,78.02,-0.04%
12/23/2015,78.625,78.02,78.705,77.72,0.61%
12/24/2015,78.605,78.5,78.645,78.48,-0.03%
12/25/2015,78.605,78.48,78.605,78.48,0.00%
12/28/2015,78.245,78.48,78.605,77.67,-0.46%
12/29/2015,78.225,78.12,78.245,78.1,-0.03%
12/30/2015,78.205,78.1,78.425,78.08,-0.03%
12/31/2015,78.205,78.08,78.595,78.08,0.00%
1/1/2016,78.205,78.08,78.205,78.08,0.00%
1/4/2016,78.495,78.08,78.525,78.08,0.37%
1/5/2016,78.455,78.37,78.575,78.25,-0.05%
1/6/2016,78.505,78.33,78.525,78.33,0.06%
1/7/2016,78.425,78.38,78.525,78.3,-0.10%
1/8/2016,78.395,78.3,78.445,78.27,-0.04%
1/11/2016,78.455,78.27,78.575,78.27,0.08%
1/12/2016,78.395,78.33,78.575,78.27,-0.08%
1/13/2016,78.475,78.27,78.575,78.27,0.10%
1/14/2016,78.555,78.35,78.575,78.35,0.10%
1/15/2016,78.545,78.43,78.555,78.37,-0.01%
1/18/2016,78.525,78.42,78.575,78.4,-0.03%
1/19/2016,78.555,78.4,78.575,78.37,0.04%
1/20/2016,78.555,78.43,78.575,78.37,0.00%
1/21/2016,78.505,78.43,78.555,78.37,-0.06%
1/22/2016,78.475,78.38,78.525,78.35,-0.04%
1/25/2016,78.525,78.35,78.545,78.35,0.06%
1/26/2016,78.475,78.4,78.575,78.35,-0.06%
1/27/2016,78.455,78.35,78.545,78.33,-0.03%
1/28/2016,78.475,78.33,78.545,78.33,0.03%
1/29/2016,78.455,78.35,78.545,78.33,-0.03%
2/1/2016,78.425,78.33,78.545,78.3,-0.04%
2/2/2016,78.655,78.3,78.675,78.3,0.29%
2/3/2016,78.645,78.53,78.665,78.51,-0.01%
2/4/2016,78.605,78.52,78.645,78.48,-0.05%
2/5/2016,78.595,78.48,78.715,78.47,-0.01%
2/8/2016,78.805,78.47,78.825,78.47,0.27%
2/9/2016,78.775,78.68,78.805,78.57,-0.04%
2/10/2016,78.705,78.65,78.775,78.58,-0.09%
2/11/2016,78.695,78.58,78.715,78.49,-0.01%
2/12/2016,78.525,78.57,78.715,78.4,-0.22%
2/15/2016,78.525,78.4,78.775,78.4,0.00%
2/16/2016,78.505,78.4,78.545,78.38,-0.03%
2/17/2016,78.525,78.38,78.715,78.38,0.03%
2/18/2016,78.625,78.4,78.715,78.4,0.13%
2/19/2016,78.525,78.5,78.625,78.4,-0.13%
2/22/2016,78.595,78.4,78.595,78.38,0.09%
2/23/2016,78.485,78.38,78.545,78.36,-0.14%
2/24/2016,78.495,78.36,78.525,78.36,0.01%
2/25/2016,78.475,78.37,78.525,78.35,-0.03%
2/26/2016,78.455,78.35,78.775,78.33,-0.03%
2/29/2016,78.57,78.33,78.62,78.33,0.15%
3/1/2016,78.445,78.34,78.465,78.32,-0.16%
3/2/2016,78.505,78.32,78.525,78.32,0.08%
3/3/2016,78.495,78.38,78.505,78.32,-0.01%
3/4/2016,78.485,78.37,78.525,78.32,-0.01%
3/7/2016,78.47,78.36,78.53,78.33,-0.02%
3/8/2016,78.455,78.33,78.525,78.32,-0.02%
3/9/2016,78.445,78.33,78.455,78.27,-0.01%
3/10/2016,78.455,78.32,78.475,78.27,0.01%
3/11/2016,78.445,78.33,78.455,78.27,-0.01%
3/14/2016,78.425,78.32,78.445,78.27,-0.03%
3/15/2016,78.405,78.3,78.425,78.28,-0.03%
3/16/2016,78.395,78.28,78.405,78.27,-0.01%
3/17/2016,78.385,78.27,78.395,78.26,-0.01%
3/18/2016,78.375,78.26,78.395,78.25,-0.01%
3/21/2016,78.355,78.25,78.475,78.23,-0.03%
3/22/2016,78.335,78.23,78.355,78.21,-0.03%
3/23/2016,78.325,78.21,78.395,78.2,-0.01%
3/24/2016,78.455,78.2,78.475,78.2,0.17%
